Timestamp,PC,Type,Address,Delta_with_1_last_read,Delta_with_1_last_write,Delta_with_2_last_read,Delta_with_2_last_write,Delta_with_3_last_read,Delta_with_3_last_write,Delta_with_1_next_read,Delta_with_1_next_write,Delta_with_2_next_read,Delta_with_2_next_write,Delta_with_3_next_read,Delta_with_3_next_write
4507,0x563ec8e021f7,R,0x7ffeac76734c,45903938763692,-20,-20,0,-20,-20,20,0,-45903938763684,0,20,20
4508,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763716,-20,20,20,20,0,-45903938763660,20
4510,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763712,20,0,0,-45903938763704,0,0,-20,-45903938763680,-20
4512,0x563ec8e021fe,R,0x563ed47fb7a8,-45903938763704,-45903938763684,8,-45903938763704,-45903938763704,-45903938763704,45903938763704,45903938763704,45903938763704,45903938763704,45903938763684,45903938763684
4514,0x563ec8e02202,W,0x7ffeac767360,45903938763704,20,20,0,0,20,0,-20,-45903938763680,0,0,-20
4516,0x563ec8e02206,R,0x7ffeac767360,45903938763704,0,0,0,45903938763712,20,0,-20,-20,0,-45903938763672,-20
4519,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763680,-20,0,0,0,-20
4521,0x563ec8e021f5,R,0x563ed47fb7c0,-45903938763680,-45903938763680,24,-45903938763660,-45903938763660,-45903938763680,45903938763660,45903938763660,8,45903938763680,45903938763680,45903938763680
4523,0x563ec8e021f7,R,0x7ffeac76734c,45903938763660,-20,-20,0,-20,-20,20,0,-45903938763652,0,20,20
4524,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763684,-20,20,20,20,0,-45903938763628,20
4526,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763680,20,0,0,-45903938763672,0,0,-20,-45903938763648,-20
4528,0x563ec8e021fe,R,0x563ed47fb7c8,-45903938763672,-45903938763652,8,-45903938763672,-45903938763672,-45903938763672,45903938763672,45903938763672,45903938763672,45903938763672,45903938763652,45903938763652
4530,0x563ec8e02202,W,0x7ffeac767360,45903938763672,20,20,0,0,20,0,-20,-45903938763648,0,0,-20
4532,0x563ec8e02206,R,0x7ffeac767360,45903938763672,0,0,0,45903938763680,20,0,-20,-20,0,-45903938763640,-20
4535,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763648,-20,0,0,0,-20
4537,0x563ec8e021f5,R,0x563ed47fb7e0,-45903938763648,-45903938763648,24,-45903938763628,-45903938763628,-45903938763648,45903938763628,45903938763628,8,45903938763648,45903938763648,45903938763648
4539,0x563ec8e021f7,R,0x7ffeac76734c,45903938763628,-20,-20,0,-20,-20,20,0,-45903938763620,0,20,20
4540,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763652,-20,20,20,20,0,-45903938763596,20
4542,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763648,20,0,0,-45903938763640,0,0,-20,-45903938763616,-20
4544,0x563ec8e021fe,R,0x563ed47fb7e8,-45903938763640,-45903938763620,8,-45903938763640,-45903938763640,-45903938763640,45903938763640,45903938763640,45903938763640,45903938763640,45903938763620,45903938763620
4546,0x563ec8e02202,W,0x7ffeac767360,45903938763640,20,20,0,0,20,0,-20,-45903938763616,0,0,-20
4548,0x563ec8e02206,R,0x7ffeac767360,45903938763640,0,0,0,45903938763648,20,0,-20,-20,0,-45903938763608,-20
4551,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763616,-20,0,0,0,-20
4553,0x563ec8e021f5,R,0x563ed47fb800,-45903938763616,-45903938763616,24,-45903938763596,-45903938763596,-45903938763616,45903938763596,45903938763596,8,45903938763616,45903938763616,45903938763616
4555,0x563ec8e021f7,R,0x7ffeac76734c,45903938763596,-20,-20,0,-20,-20,20,0,-45903938763588,0,20,20
4556,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763620,-20,20,20,20,0,-45903938763564,20
4558,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763616,20,0,0,-45903938763608,0,0,-20,-45903938763584,-20
4560,0x563ec8e021fe,R,0x563ed47fb808,-45903938763608,-45903938763588,8,-45903938763608,-45903938763608,-45903938763608,45903938763608,45903938763608,45903938763608,45903938763608,45903938763588,45903938763588
4562,0x563ec8e02202,W,0x7ffeac767360,45903938763608,20,20,0,0,20,0,-20,-45903938763584,0,0,-20
4564,0x563ec8e02206,R,0x7ffeac767360,45903938763608,0,0,0,45903938763616,20,0,-20,-20,0,-45903938763576,-20
4567,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763584,-20,0,0,0,-20
4569,0x563ec8e021f5,R,0x563ed47fb820,-45903938763584,-45903938763584,24,-45903938763564,-45903938763564,-45903938763584,45903938763564,45903938763564,8,45903938763584,45903938763584,45903938763584
4571,0x563ec8e021f7,R,0x7ffeac76734c,45903938763564,-20,-20,0,-20,-20,20,0,-45903938763556,0,20,20
4572,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763588,-20,20,20,20,0,-45903938763532,20
4574,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763584,20,0,0,-45903938763576,0,0,-20,-45903938763552,-20
4576,0x563ec8e021fe,R,0x563ed47fb828,-45903938763576,-45903938763556,8,-45903938763576,-45903938763576,-45903938763576,45903938763576,45903938763576,45903938763576,45903938763576,45903938763556,45903938763556
4578,0x563ec8e02202,W,0x7ffeac767360,45903938763576,20,20,0,0,20,0,-20,-45903938763552,0,0,-20
4580,0x563ec8e02206,R,0x7ffeac767360,45903938763576,0,0,0,45903938763584,20,0,-20,-20,0,-45903938763544,-20
4583,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763552,-20,0,0,0,-20
4585,0x563ec8e021f5,R,0x563ed47fb840,-45903938763552,-45903938763552,24,-45903938763532,-45903938763532,-45903938763552,45903938763532,45903938763532,8,45903938763552,45903938763552,45903938763552
4587,0x563ec8e021f7,R,0x7ffeac76734c,45903938763532,-20,-20,0,-20,-20,20,0,-45903938763524,0,20,20
4588,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763556,-20,20,20,20,0,-45903938763500,20
4590,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763552,20,0,0,-45903938763544,0,0,-20,-45903938763520,-20
4592,0x563ec8e021fe,R,0x563ed47fb848,-45903938763544,-45903938763524,8,-45903938763544,-45903938763544,-45903938763544,45903938763544,45903938763544,45903938763544,45903938763544,45903938763524,45903938763524
4594,0x563ec8e02202,W,0x7ffeac767360,45903938763544,20,20,0,0,20,0,-20,-45903938763520,0,0,-20
4596,0x563ec8e02206,R,0x7ffeac767360,45903938763544,0,0,0,45903938763552,20,0,-20,-20,0,-45903938763512,-20
4599,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763520,-20,0,0,0,-20
4601,0x563ec8e021f5,R,0x563ed47fb860,-45903938763520,-45903938763520,24,-45903938763500,-45903938763500,-45903938763520,45903938763500,45903938763500,8,45903938763520,45903938763520,45903938763520
4603,0x563ec8e021f7,R,0x7ffeac76734c,45903938763500,-20,-20,0,-20,-20,20,0,-45903938763492,0,20,20
4604,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763524,-20,20,20,20,0,-45903938763468,20
4606,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763520,20,0,0,-45903938763512,0,0,-20,-45903938763488,-20
4608,0x563ec8e021fe,R,0x563ed47fb868,-45903938763512,-45903938763492,8,-45903938763512,-45903938763512,-45903938763512,45903938763512,45903938763512,45903938763512,45903938763512,45903938763492,45903938763492
4610,0x563ec8e02202,W,0x7ffeac767360,45903938763512,20,20,0,0,20,0,-20,-45903938763488,0,0,-20
4612,0x563ec8e02206,R,0x7ffeac767360,45903938763512,0,0,0,45903938763520,20,0,-20,-20,0,-45903938763480,-20
4615,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763488,-20,0,0,0,-20
4617,0x563ec8e021f5,R,0x563ed47fb880,-45903938763488,-45903938763488,24,-45903938763468,-45903938763468,-45903938763488,45903938763468,45903938763468,8,45903938763488,45903938763488,45903938763488
4619,0x563ec8e021f7,R,0x7ffeac76734c,45903938763468,-20,-20,0,-20,-20,20,0,-45903938763460,0,20,20
4620,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763492,-20,20,20,20,0,-45903938763436,20
4622,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763488,20,0,0,-45903938763480,0,0,-20,-45903938763456,-20
4624,0x563ec8e021fe,R,0x563ed47fb888,-45903938763480,-45903938763460,8,-45903938763480,-45903938763480,-45903938763480,45903938763480,45903938763480,45903938763480,45903938763480,45903938763460,45903938763460
4626,0x563ec8e02202,W,0x7ffeac767360,45903938763480,20,20,0,0,20,0,-20,-45903938763456,0,0,-20
4628,0x563ec8e02206,R,0x7ffeac767360,45903938763480,0,0,0,45903938763488,20,0,-20,-20,0,-45903938763448,-20
4631,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763456,-20,0,0,0,-20
4633,0x563ec8e021f5,R,0x563ed47fb8a0,-45903938763456,-45903938763456,24,-45903938763436,-45903938763436,-45903938763456,45903938763436,45903938763436,8,45903938763456,45903938763456,45903938763456
4635,0x563ec8e021f7,R,0x7ffeac76734c,45903938763436,-20,-20,0,-20,-20,20,0,-45903938763428,0,20,20
4636,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763460,-20,20,20,20,0,-45903938763404,20
4638,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763456,20,0,0,-45903938763448,0,0,-20,-45903938763424,-20
4640,0x563ec8e021fe,R,0x563ed47fb8a8,-45903938763448,-45903938763428,8,-45903938763448,-45903938763448,-45903938763448,45903938763448,45903938763448,45903938763448,45903938763448,45903938763428,45903938763428
4642,0x563ec8e02202,W,0x7ffeac767360,45903938763448,20,20,0,0,20,0,-20,-45903938763424,0,0,-20
4644,0x563ec8e02206,R,0x7ffeac767360,45903938763448,0,0,0,45903938763456,20,0,-20,-20,0,-45903938763416,-20
4647,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763424,-20,0,0,0,-20
4649,0x563ec8e021f5,R,0x563ed47fb8c0,-45903938763424,-45903938763424,24,-45903938763404,-45903938763404,-45903938763424,45903938763404,45903938763404,8,45903938763424,45903938763424,45903938763424
4651,0x563ec8e021f7,R,0x7ffeac76734c,45903938763404,-20,-20,0,-20,-20,20,0,-45903938763396,0,20,20
4652,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763428,-20,20,20,20,0,-45903938763372,20
4654,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763424,20,0,0,-45903938763416,0,0,-20,-45903938763392,-20
4656,0x563ec8e021fe,R,0x563ed47fb8c8,-45903938763416,-45903938763396,8,-45903938763416,-45903938763416,-45903938763416,45903938763416,45903938763416,45903938763416,45903938763416,45903938763396,45903938763396
4658,0x563ec8e02202,W,0x7ffeac767360,45903938763416,20,20,0,0,20,0,-20,-45903938763392,0,0,-20
4660,0x563ec8e02206,R,0x7ffeac767360,45903938763416,0,0,0,45903938763424,20,0,-20,-20,0,-45903938763384,-20
4663,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763392,-20,0,0,0,-20
4665,0x563ec8e021f5,R,0x563ed47fb8e0,-45903938763392,-45903938763392,24,-45903938763372,-45903938763372,-45903938763392,45903938763372,45903938763372,8,45903938763392,45903938763392,45903938763392
4667,0x563ec8e021f7,R,0x7ffeac76734c,45903938763372,-20,-20,0,-20,-20,20,0,-45903938763364,0,20,20
4668,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763396,-20,20,20,20,0,-45903938763340,20
4670,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763392,20,0,0,-45903938763384,0,0,-20,-45903938763360,-20
4672,0x563ec8e021fe,R,0x563ed47fb8e8,-45903938763384,-45903938763364,8,-45903938763384,-45903938763384,-45903938763384,45903938763384,45903938763384,45903938763384,45903938763384,45903938763364,45903938763364
4674,0x563ec8e02202,W,0x7ffeac767360,45903938763384,20,20,0,0,20,0,-20,-45903938763360,0,0,-20
4676,0x563ec8e02206,R,0x7ffeac767360,45903938763384,0,0,0,45903938763392,20,0,-20,-20,0,-45903938763352,-20
4679,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763360,-20,0,0,0,-20
4681,0x563ec8e021f5,R,0x563ed47fb900,-45903938763360,-45903938763360,24,-45903938763340,-45903938763340,-45903938763360,45903938763340,45903938763340,8,45903938763360,45903938763360,45903938763360
4683,0x563ec8e021f7,R,0x7ffeac76734c,45903938763340,-20,-20,0,-20,-20,20,0,-45903938763332,0,20,20
4684,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763364,-20,20,20,20,0,-45903938763308,20
4686,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763360,20,0,0,-45903938763352,0,0,-20,-45903938763328,-20
4688,0x563ec8e021fe,R,0x563ed47fb908,-45903938763352,-45903938763332,8,-45903938763352,-45903938763352,-45903938763352,45903938763352,45903938763352,45903938763352,45903938763352,45903938763332,45903938763332
4690,0x563ec8e02202,W,0x7ffeac767360,45903938763352,20,20,0,0,20,0,-20,-45903938763328,0,0,-20
4692,0x563ec8e02206,R,0x7ffeac767360,45903938763352,0,0,0,45903938763360,20,0,-20,-20,0,-45903938763320,-20
4695,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763328,-20,0,0,0,-20
4697,0x563ec8e021f5,R,0x563ed47fb920,-45903938763328,-45903938763328,24,-45903938763308,-45903938763308,-45903938763328,45903938763308,45903938763308,8,45903938763328,45903938763328,45903938763328
4699,0x563ec8e021f7,R,0x7ffeac76734c,45903938763308,-20,-20,0,-20,-20,20,0,-45903938763300,0,20,20
4700,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763332,-20,20,20,20,0,-45903938763276,20
4702,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763328,20,0,0,-45903938763320,0,0,-20,-45903938763296,-20
4704,0x563ec8e021fe,R,0x563ed47fb928,-45903938763320,-45903938763300,8,-45903938763320,-45903938763320,-45903938763320,45903938763320,45903938763320,45903938763320,45903938763320,45903938763300,45903938763300
4706,0x563ec8e02202,W,0x7ffeac767360,45903938763320,20,20,0,0,20,0,-20,-45903938763296,0,0,-20
4708,0x563ec8e02206,R,0x7ffeac767360,45903938763320,0,0,0,45903938763328,20,0,-20,-20,0,-45903938763288,-20
4711,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763296,-20,0,0,0,-20
4713,0x563ec8e021f5,R,0x563ed47fb940,-45903938763296,-45903938763296,24,-45903938763276,-45903938763276,-45903938763296,45903938763276,45903938763276,8,45903938763296,45903938763296,45903938763296
4715,0x563ec8e021f7,R,0x7ffeac76734c,45903938763276,-20,-20,0,-20,-20,20,0,-45903938763268,0,20,20
4716,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763300,-20,20,20,20,0,-45903938763244,20
4718,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763296,20,0,0,-45903938763288,0,0,-20,-45903938763264,-20
4720,0x563ec8e021fe,R,0x563ed47fb948,-45903938763288,-45903938763268,8,-45903938763288,-45903938763288,-45903938763288,45903938763288,45903938763288,45903938763288,45903938763288,45903938763268,45903938763268
4722,0x563ec8e02202,W,0x7ffeac767360,45903938763288,20,20,0,0,20,0,-20,-45903938763264,0,0,-20
4724,0x563ec8e02206,R,0x7ffeac767360,45903938763288,0,0,0,45903938763296,20,0,-20,-20,0,-45903938763256,-20
4727,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763264,-20,0,0,0,-20
4729,0x563ec8e021f5,R,0x563ed47fb960,-45903938763264,-45903938763264,24,-45903938763244,-45903938763244,-45903938763264,45903938763244,45903938763244,8,45903938763264,45903938763264,45903938763264
4731,0x563ec8e021f7,R,0x7ffeac76734c,45903938763244,-20,-20,0,-20,-20,20,0,-45903938763236,0,20,20
4732,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763268,-20,20,20,20,0,-45903938763212,20
4734,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763264,20,0,0,-45903938763256,0,0,-20,-45903938763232,-20
4736,0x563ec8e021fe,R,0x563ed47fb968,-45903938763256,-45903938763236,8,-45903938763256,-45903938763256,-45903938763256,45903938763256,45903938763256,45903938763256,45903938763256,45903938763236,45903938763236
4738,0x563ec8e02202,W,0x7ffeac767360,45903938763256,20,20,0,0,20,0,-20,-45903938763232,0,0,-20
4740,0x563ec8e02206,R,0x7ffeac767360,45903938763256,0,0,0,45903938763264,20,0,-20,-20,0,-45903938763224,-20
4743,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763232,-20,0,0,0,-20
4745,0x563ec8e021f5,R,0x563ed47fb980,-45903938763232,-45903938763232,24,-45903938763212,-45903938763212,-45903938763232,45903938763212,45903938763212,8,45903938763232,45903938763232,45903938763232
4747,0x563ec8e021f7,R,0x7ffeac76734c,45903938763212,-20,-20,0,-20,-20,20,0,-45903938763204,0,20,20
4748,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763236,-20,20,20,20,0,-45903938763180,20
4750,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763232,20,0,0,-45903938763224,0,0,-20,-45903938763200,-20
4752,0x563ec8e021fe,R,0x563ed47fb988,-45903938763224,-45903938763204,8,-45903938763224,-45903938763224,-45903938763224,45903938763224,45903938763224,45903938763224,45903938763224,45903938763204,45903938763204
4754,0x563ec8e02202,W,0x7ffeac767360,45903938763224,20,20,0,0,20,0,-20,-45903938763200,0,0,-20
4756,0x563ec8e02206,R,0x7ffeac767360,45903938763224,0,0,0,45903938763232,20,0,-20,-20,0,-45903938763192,-20
4759,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763200,-20,0,0,0,-20
4761,0x563ec8e021f5,R,0x563ed47fb9a0,-45903938763200,-45903938763200,24,-45903938763180,-45903938763180,-45903938763200,45903938763180,45903938763180,8,45903938763200,45903938763200,45903938763200
4763,0x563ec8e021f7,R,0x7ffeac76734c,45903938763180,-20,-20,0,-20,-20,20,0,-45903938763172,0,20,20
4764,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763204,-20,20,20,20,0,-45903938763148,20
4766,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763200,20,0,0,-45903938763192,0,0,-20,-45903938763168,-20
4768,0x563ec8e021fe,R,0x563ed47fb9a8,-45903938763192,-45903938763172,8,-45903938763192,-45903938763192,-45903938763192,45903938763192,45903938763192,45903938763192,45903938763192,45903938763172,45903938763172
4770,0x563ec8e02202,W,0x7ffeac767360,45903938763192,20,20,0,0,20,0,-20,-45903938763168,0,0,-20
4772,0x563ec8e02206,R,0x7ffeac767360,45903938763192,0,0,0,45903938763200,20,0,-20,-20,0,-45903938763160,-20
4775,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763168,-20,0,0,0,-20
4777,0x563ec8e021f5,R,0x563ed47fb9c0,-45903938763168,-45903938763168,24,-45903938763148,-45903938763148,-45903938763168,45903938763148,45903938763148,8,45903938763168,45903938763168,45903938763168
4779,0x563ec8e021f7,R,0x7ffeac76734c,45903938763148,-20,-20,0,-20,-20,20,0,-45903938763140,0,20,20
4780,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763172,-20,20,20,20,0,-45903938763116,20
4782,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763168,20,0,0,-45903938763160,0,0,-20,-45903938763136,-20
4784,0x563ec8e021fe,R,0x563ed47fb9c8,-45903938763160,-45903938763140,8,-45903938763160,-45903938763160,-45903938763160,45903938763160,45903938763160,45903938763160,45903938763160,45903938763140,45903938763140
4786,0x563ec8e02202,W,0x7ffeac767360,45903938763160,20,20,0,0,20,0,-20,-45903938763136,0,0,-20
4788,0x563ec8e02206,R,0x7ffeac767360,45903938763160,0,0,0,45903938763168,20,0,-20,-20,0,-45903938763128,-20
4791,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763136,-20,0,0,0,-20
4793,0x563ec8e021f5,R,0x563ed47fb9e0,-45903938763136,-45903938763136,24,-45903938763116,-45903938763116,-45903938763136,45903938763116,45903938763116,8,45903938763136,45903938763136,45903938763136
4795,0x563ec8e021f7,R,0x7ffeac76734c,45903938763116,-20,-20,0,-20,-20,20,0,-45903938763108,0,20,20
4796,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763140,-20,20,20,20,0,-45903938763084,20
4798,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763136,20,0,0,-45903938763128,0,0,-20,-45903938763104,-20
4800,0x563ec8e021fe,R,0x563ed47fb9e8,-45903938763128,-45903938763108,8,-45903938763128,-45903938763128,-45903938763128,45903938763128,45903938763128,45903938763128,45903938763128,45903938763108,45903938763108
4802,0x563ec8e02202,W,0x7ffeac767360,45903938763128,20,20,0,0,20,0,-20,-45903938763104,0,0,-20
4804,0x563ec8e02206,R,0x7ffeac767360,45903938763128,0,0,0,45903938763136,20,0,-20,-20,0,-45903938763096,-20
4807,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763104,-20,0,0,0,-20
4809,0x563ec8e021f5,R,0x563ed47fba00,-45903938763104,-45903938763104,24,-45903938763084,-45903938763084,-45903938763104,45903938763084,45903938763084,8,45903938763104,45903938763104,45903938763104
4811,0x563ec8e021f7,R,0x7ffeac76734c,45903938763084,-20,-20,0,-20,-20,20,0,-45903938763076,0,20,20
4812,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763108,-20,20,20,20,0,-45903938763052,20
4814,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763104,20,0,0,-45903938763096,0,0,-20,-45903938763072,-20
4816,0x563ec8e021fe,R,0x563ed47fba08,-45903938763096,-45903938763076,8,-45903938763096,-45903938763096,-45903938763096,45903938763096,45903938763096,45903938763096,45903938763096,45903938763076,45903938763076
4818,0x563ec8e02202,W,0x7ffeac767360,45903938763096,20,20,0,0,20,0,-20,-45903938763072,0,0,-20
4820,0x563ec8e02206,R,0x7ffeac767360,45903938763096,0,0,0,45903938763104,20,0,-20,-20,0,-45903938763064,-20
4823,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763072,-20,0,0,0,-20
4825,0x563ec8e021f5,R,0x563ed47fba20,-45903938763072,-45903938763072,24,-45903938763052,-45903938763052,-45903938763072,45903938763052,45903938763052,8,45903938763072,45903938763072,45903938763072
4827,0x563ec8e021f7,R,0x7ffeac76734c,45903938763052,-20,-20,0,-20,-20,20,0,-45903938763044,0,20,20
4828,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763076,-20,20,20,20,0,-45903938763020,20
4830,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763072,20,0,0,-45903938763064,0,0,-20,-45903938763040,-20
4832,0x563ec8e021fe,R,0x563ed47fba28,-45903938763064,-45903938763044,8,-45903938763064,-45903938763064,-45903938763064,45903938763064,45903938763064,45903938763064,45903938763064,45903938763044,45903938763044
4834,0x563ec8e02202,W,0x7ffeac767360,45903938763064,20,20,0,0,20,0,-20,-45903938763040,0,0,-20
4836,0x563ec8e02206,R,0x7ffeac767360,45903938763064,0,0,0,45903938763072,20,0,-20,-20,0,-45903938763032,-20
4839,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763040,-20,0,0,0,-20
4841,0x563ec8e021f5,R,0x563ed47fba40,-45903938763040,-45903938763040,24,-45903938763020,-45903938763020,-45903938763040,45903938763020,45903938763020,8,45903938763040,45903938763040,45903938763040
4843,0x563ec8e021f7,R,0x7ffeac76734c,45903938763020,-20,-20,0,-20,-20,20,0,-45903938763012,0,20,20
4844,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763044,-20,20,20,20,0,-45903938762988,20
4846,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763040,20,0,0,-45903938763032,0,0,-20,-45903938763008,-20
4848,0x563ec8e021fe,R,0x563ed47fba48,-45903938763032,-45903938763012,8,-45903938763032,-45903938763032,-45903938763032,45903938763032,45903938763032,45903938763032,45903938763032,45903938763012,45903938763012
4850,0x563ec8e02202,W,0x7ffeac767360,45903938763032,20,20,0,0,20,0,-20,-45903938763008,0,0,-20
4852,0x563ec8e02206,R,0x7ffeac767360,45903938763032,0,0,0,45903938763040,20,0,-20,-20,0,-45903938763000,-20
4855,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938763008,-20,0,0,0,-20
4857,0x563ec8e021f5,R,0x563ed47fba60,-45903938763008,-45903938763008,24,-45903938762988,-45903938762988,-45903938763008,45903938762988,45903938762988,8,45903938763008,45903938763008,45903938763008
4859,0x563ec8e021f7,R,0x7ffeac76734c,45903938762988,-20,-20,0,-20,-20,20,0,-45903938762980,0,20,20
4860,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938763012,-20,20,20,20,0,-45903938762956,20
4862,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938763008,20,0,0,-45903938763000,0,0,-20,-45903938762976,-20
4864,0x563ec8e021fe,R,0x563ed47fba68,-45903938763000,-45903938762980,8,-45903938763000,-45903938763000,-45903938763000,45903938763000,45903938763000,45903938763000,45903938763000,45903938762980,45903938762980
4866,0x563ec8e02202,W,0x7ffeac767360,45903938763000,20,20,0,0,20,0,-20,-45903938762976,0,0,-20
4868,0x563ec8e02206,R,0x7ffeac767360,45903938763000,0,0,0,45903938763008,20,0,-20,-20,0,-45903938762968,-20
4871,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938762976,-20,0,0,0,-20
4873,0x563ec8e021f5,R,0x563ed47fba80,-45903938762976,-45903938762976,24,-45903938762956,-45903938762956,-45903938762976,45903938762956,45903938762956,8,45903938762976,45903938762976,45903938762976
4875,0x563ec8e021f7,R,0x7ffeac76734c,45903938762956,-20,-20,0,-20,-20,20,0,-45903938762948,0,20,20
4876,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938762980,-20,20,20,20,0,-45903938762924,20
4878,0x563ec8e021fa,R,0x7ffeac767360,20,20,45903938762976,20,0,0,-45903938762968,0,0,-20,-45903938762944,-20
4880,0x563ec8e021fe,R,0x563ed47fba88,-45903938762968,-45903938762948,8,-45903938762968,-45903938762968,-45903938762968,45903938762968,45903938762968,45903938762968,45903938762968,45903938762948,45903938762948
4882,0x563ec8e02202,W,0x7ffeac767360,45903938762968,20,20,0,0,20,0,-20,-45903938762944,0,0,-20
4884,0x563ec8e02206,R,0x7ffeac767360,45903938762968,0,0,0,45903938762976,20,0,-20,-20,0,-45903938762936,-20
4887,0x563ec8e021f1,R,0x7ffeac767360,0,0,0,20,20,20,-45903938762944,-20,0,0,0,-20
4889,0x563ec8e021f5,R,0x563ed47fbaa0,-45903938762944,-45903938762944,24,-45903938762924,-45903938762924,-45903938762944,45903938762924,45903938762924,8,45903938762944,45903938762944,45903938762944
4891,0x563ec8e021f7,R,0x7ffeac76734c,45903938762924,-20,-20,0,-20,-20,20,0,-45903938762916,0,20,20
4892,0x563ec8e021f7,W,0x7ffeac76734c,0,-20,-20,0,45903938762948,-20,20,20,20,0,-45903938762892,20
