Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
-0.292702896337845,2.44468636544109,0,14,0.19,2.32866916839295,0,19,5,39,76.4099387056954,-0.91739220895283,2.52866940309582,-1.6094379124341,13,0.23,2.64116068026092,-1.6094379124341,26,31,26,81.7214245489408,3950,100,1,1
-0.249947387051703,2.43113372208796,0,15,0.19,2.31782553279745,0,19,16,39,70.531647182401,-0.868934642656819,2.5286366617933,-1.6094379124341,14,0.23,2.65461226877239,-1.6094379124341,26,31,26,76.2903731281797,4000,100,1,1
-0.219105451117286,2.41393962211928,0,15,0.2,2.31020416341081,0,20,5,44,52.9465549167182,-0.860855769725702,2.51960383062849,-1.6094379124341,14,0.23,2.65370999641857,-1.6094379124341,26,31,26,74.9839149732871,4050,100,1,1
-0.256525453499829,2.44505685530666,0,14,0.19,2.35580488381035,0,19,5,39,77.696890251176,-0.842939160303633,2.54556960749425,-1.6094379124341,13,0.24,2.66475676728749,-1.6094379124341,25,31,26,81.9212090721319,4100,100,1,1
-0.245996049949836,2.4192510972873,0,14,0.2,2.35049801811696,0,20,5,39,70.8136487828185,-0.888137258032928,2.52197584093295,-1.6094379124341,13,0.22,2.65225126369789,-1.6094379124341,27,16,26,83.026082441271,4150,100,1,1
-0.34146694534637,2.48733807026258,0,15,0.19,2.3737214534234,0,19,15,39,72.0374290745613,-0.810341957873123,2.76283081968339,-1.6094379124341,15,0.22,2.69917056140286,-1.6094379124341,25,31,26,94.7643055690295,4200,100,1,1
-0.277018337228363,2.41789110698359,0,14,0.2,2.33464246706525,0,20,5,39,75.1817318960508,-0.91072283206079,2.52910222943457,-1.6094379124341,13,0.22,2.66536947581298,-1.6094379124341,25,31,26,78.1897013359146,4250,100,1,1
-0.294324917690325,2.43386118425505,0,14,0.19,2.32866916839295,0,19,5,39,75.9986978427889,-0.93570615432143,2.51019222643162,-1.6094379124341,13,0.22,2.63879967518642,-1.6094379124341,27,31,26,81.1555036461099,4300,100,1,1
-0.30586055782158,2.504975061924,0,15,0.18,2.36909090144512,0,18,5,39,79.3343166797057,-0.869811230700868,2.57794824268465,-1.6094379124341,14,0.24,2.67908818435308,-1.6094379124341,26,31,26,82.29705287707,4350,100,1,1
-0.267856569758691,2.3902060750744,0,14,0.21,2.34175381044495,0,21,5,39,66.6308188379412,-0.895679382876404,2.51113544112253,-1.6094379124341,13,0.22,2.65908787955266,-1.6094379124341,26,16,26,83.6143354475691,4400,100,1,1
